Subject_ID,Group,Trial_Num,Segment_Num,N_Points,Duration_s,Peak_Velocity,Mean_Velocity,N_Submovements,SPARC
02,Young_Control,1,24,75,2.22,2946.98527689268,364.64154809349304,4,-1.462765336436557
02,Young_Control,1,25,72,2.13,3304.2060737456686,419.5063333852966,2,-1.502825834304028
02,Young_Control,1,26,68,2.01,3451.1270300841966,380.092930796885,2,-1.4438515288067744
02,Young_Control,1,27,82,2.43,2644.7537167423025,309.2249378865845,4,-1.5061441800495132
02,Young_Control,1,28,70,2.07,2808.4198799720466,348.51776343364367,2,-1.5509512628888225
02,Young_Control,1,29,75,2.22,3107.0707891660386,318.63220720381395,4,-1.4244771589905816
02,Young_Control,1,30,77,2.28,2917.428471940468,338.3733073326667,7,-1.5684025115121396
02,Young_Control,1,31,64,1.89,2152.324325003089,303.28739672860945,5,-1.560547595711181
02,Young_Control,1,32,59,1.74,2649.6330982903187,360.445028269713,3,-1.5759567326593755
02,Young_Control,1,33,60,1.77,1803.4688796871421,303.3641931263762,2,-1.4669403148382645
02,Young_Control,1,34,54,1.59,2027.5875100994087,337.64304462632805,2,-1.3831589913008244
02,Young_Control,1,35,62,1.83,2600.0000000000027,330.8890772401363,4,-1.3901964989375417
02,Young_Control,1,36,51,1.5,2782.8841952989064,372.6338450382013,2,-1.3902499559791823
02,Young_Control,1,37,49,1.44,3167.7629681247004,376.8446963713785,3,-1.3882374512076714
02,Young_Control,1,38,54,1.59,2763.351427363361,345.77159016949895,3,-1.7465800455615406
02,Young_Control,1,39,58,1.71,2866.8604585659355,322.7799799480133,2,-1.5916586449304253
02,Young_Control,1,40,49,1.44,3283.375634245271,405.1578153497483,3,-1.4950698556092692
02,Young_Control,1,41,77,2.28,2680.3813990632825,246.47165754827617,3,-1.7061553972437629
02,Young_Control,1,42,59,1.74,2826.3148365947427,351.82220721107524,5,-1.4615261298048305
02,Young_Control,1,43,64,1.89,2043.553549851607,282.2836310071973,2,-1.4280062230113484
02,Young_Control,1,44,60,1.77,2328.3876156879223,327.30696441929433,4,-1.4980735973066093
02,Young_Control,1,45,64,1.89,2650.8384417848715,302.0150379528152,2,-1.3915711104272095
02,Young_Control,1,46,70,2.07,3051.6389039334267,305.69952673592724,4,-1.4060221352189264
02,Young_Control,1,47,78,2.31,2962.4501871105117,260.27579769568763,6,-1.5759991177306514
02,Young_Control,1,48,61,1.8,2529.0534021864996,282.6622223018042,4,-1.5678880688623236
02,Young_Control,1,49,59,1.74,2694.954132778107,320.2428937540065,2,-1.4716765622944212
02,Young_Control,1,50,76,2.25,3550.156491073473,351.09611297063026,7,-1.5565378860624737
02,Young_Control,1,51,89,2.64,2119.0275547471715,215.36771632445956,4,-1.5480384623222863
02,Young_Control,1,52,83,2.46,2969.6614098056525,246.73260480864667,3,-1.4847918817150196
02,Young_Control,1,53,72,2.13,1803.4688796871421,239.05726171793717,4,-1.3974039056352816
02,Young_Control,1,54,103,3.06,2160.5683408667155,175.95129141689327,3,-1.383446846565561
02,Young_Control,1,55,81,2.4,2004.4395171163878,239.7196446449569,4,-1.4743732105100815
02,Young_Control,1,56,75,2.22,2650.3668509178947,255.33373873417267,1,-1.3937060760817133
02,Young_Control,1,57,80,2.37,2547.002595644971,251.98035925551343,4,-1.5527287965953882
02,Young_Control,1,58,67,1.98,2464.9768986972495,260.40163216252046,1,-1.3956621562018234
02,Young_Control,1,59,77,2.28,2250.9874376469643,248.64567992038423,2,-1.4032251696970406
02,Young_Control,1,60,75,2.22,2803.172805550483,299.17318396652155,5,-1.6017173066460648
02,Young_Control,1,61,64,1.89,1877.3503787104974,235.90212602871958,4,-1.7221826401617228
02,Young_Control,1,62,57,1.68,1972.3787105365375,271.89378975222394,3,-1.4128432697377489
02,Young_Control,1,63,56,1.65,1900.3654619280196,240.86158325892984,1,-1.4033389600613813
02,Young_Control,1,64,55,1.62,2016.1156271955774,270.29876859256797,3,-1.375781295507848
02,Young_Control,1,65,59,1.74,2168.2686385429474,272.8649358743476,2,-1.3778467220011819
02,Young_Control,1,66,51,1.5,1884.512904940927,260.0647555916465,1,-1.3878774771653215
02,Young_Control,1,67,57,1.68,2137.0410488440434,241.6613099309871,2,-1.4728025456617333
02,Young_Control,1,68,50,1.47,2097.7501175200905,266.5932352666742,1,-1.39815199293712
02,Young_Control,1,69,61,1.799,2333.868986135352,250.5209417061575,3,-1.5801087840699983
02,Young_Control,1,70,52,1.53,2586.7719050756855,295.122792898107,4,-1.5336086423693038
02,Young_Control,1,71,61,1.8,2661.766330841233,244.20223690729853,2,-1.4311387333862153
02,Young_Control,1,72,67,1.98,3321.72980371506,269.94038530694723,4,-1.4876112590090367
02,Young_Control,1,73,58,1.71,2168.588890909889,244.37777502694195,3,-1.382336245121147
02,Young_Control,1,74,62,1.83,2069.9570580623686,233.76400106315572,3,-1.4908879863890077
02,Young_Control,1,75,72,2.13,1816.9724513291021,198.3322313963791,4,-1.6276187132944104
02,Young_Control,1,76,64,1.89,1734.0543372237348,234.72079382107316,2,-1.431245781634254
02,Young_Control,1,77,65,1.92,1607.102292257024,206.76993906958415,4,-1.4002534720851783
02,Young_Control,1,78,58,1.71,1930.0259065618768,261.14236099881487,2,-1.3776210819387855
02,Young_Control,1,79,60,1.77,2069.9570580623695,239.10676132525688,3,-1.5698195831566861
02,Young_Control,1,80,62,1.83,2127.7270083876424,244.39041383932042,2,-1.3808130114849966
02,Young_Control,1,81,75,2.22,1674.9792701868143,190.98280509062616,4,-1.5630218920116206
02,Young_Control,1,82,77,2.28,2067.2714168950124,180.45409158056862,4,-1.463264769435666
02,Young_Control,1,83,83,2.46,1298.2894729433635,187.18412172950556,3,-1.6007885481547959
02,Young_Control,1,84,87,2.58,1314.5552691140651,177.26613694618723,6,-1.5350069414162248
02,Young_Control,1,85,68,2.01,1612.4515496597103,209.21712374948982,3,-1.5020112425064416
02,Young_Control,1,86,72,2.13,1202.890038384407,192.22722496537622,3,-1.510783632024929
02,Young_Control,1,87,62,1.83,1555.8134706819965,232.0742920910155,2,-1.4631108353349744
02,Young_Control,1,88,74,2.19,1513.366372620254,192.53602138647048,2,-1.4577482886305613
02,Young_Control,1,89,65,1.92,1584.1226102939256,210.500314195782,2,-1.4992059109317974
02,Young_Control,1,90,67,1.98,2083.933246958208,233.04246744608528,3,-1.5530333566472592
03,Young_Control,1,1,75,2.22,1527.9797846248555,325.28420756353427,5,-1.8066359978020832
03,Young_Control,1,2,69,2.04,2697.1692980275097,396.090937135617,4,-1.5945698571465696
03,Young_Control,1,3,80,2.37,2370.009376446527,362.4627826660956,5,-1.720298584214421
03,Young_Control,1,4,55,1.62,2536.0183139892524,440.0115817104618,1,-1.5075312657744053
03,Young_Control,1,5,64,1.89,2350.9454362967335,418.76026776291104,3,-1.6499221945165279
03,Young_Control,1,6,54,1.59,2969.661409805651,443.3440873727131,1,-1.4219282793646006
03,Young_Control,1,7,65,1.92,2991.190769948021,418.6497915341059,3,-1.4078268475670455
03,Young_Control,1,8,62,1.83,2251.2342293851966,383.1093181925602,3,-1.5152421781677772
03,Young_Control,1,9,67,1.98,1539.9314559060372,337.52945267118594,3,-1.895912143070527
03,Young_Control,1,10,62,1.83,3115.998145770375,400.6595196121944,4,-1.5034785889462046
03,Young_Control,1,11,76,2.25,2762.899041063772,320.87600321953585,4,-1.5807897891394667
03,Young_Control,1,12,68,2.01,3736.382683231946,467.23689893457015,2,-1.472179734704036
03,Young_Control,1,13,75,2.22,2251.727731715754,339.9366810533169,4,-1.588171659543296
03,Young_Control,1,14,89,2.64,2689.5889814038296,313.2587153478023,2,-1.4712540125961169
03,Young_Control,1,15,67,1.98,2783.333333333333,369.1687274720089,2,-1.396249618933052
03,Young_Control,1,16,76,2.25,2996.7575069657482,338.3582598512042,5,-1.4306607272649172
03,Young_Control,1,17,72,2.13,2857.981027850878,348.93185514176116,5,-1.513855346046551
03,Young_Control,1,18,72,2.13,2498.9442215107997,327.2126554856287,6,-1.414081233845815
03,Young_Control,1,19,69,2.04,2857.008925432329,371.1415234200749,1,-1.4151422903582374
03,Young_Control,1,20,58,1.71,2606.4556606838896,415.33131882338034,3,-1.512597315534134
03,Young_Control,1,21,76,2.25,2776.5886343577167,315.4817148683569,3,-1.5172653853720468
03,Young_Control,1,22,84,2.49,3293.13258497471,324.30105858114285,4,-1.4848358202532217
03,Young_Control,1,23,87,2.58,3061.045573002792,281.8839927885536,2,-1.4525987343522906
03,Young_Control,1,24,83,2.46,3107.696538881776,322.4654914496687,1,-1.6323288844819854
03,Young_Control,1,25,77,2.28,2851.2180632923264,320.2155102765126,2,-1.3824725754381983
03,Young_Control,1,26,82,2.43,3117.067710382807,319.20559821603916,2,-1.3761331554561544
03,Young_Control,1,27,132,3.93,3366.2128406993056,203.28405408193316,2,-1.5366137425496587
03,Young_Control,1,28,72,2.13,2901.5321623047516,337.48991910794484,4,-1.5127278924899934
03,Young_Control,1,29,95,2.82,2503.5530307500553,268.91034224682693,2,-1.5766762246043307
03,Young_Control,1,30,81,2.4,3215.63023026246,313.9784665319473,3,-1.4193348817269567
03,Young_Control,1,31,59,1.74,2786.674641136917,325.99855929557435,2,-1.5157624006090022
03,Young_Control,1,32,62,1.83,2966.947552245873,349.30298771790945,4,-1.5886446719911487
03,Young_Control,1,33,61,1.8,2262.86445806097,284.2510168451353,2,-1.4874431141169517
03,Young_Control,1,34,52,1.53,2197.094040368371,356.5019196134304,2,-1.3974601393446806
03,Young_Control,1,35,62,1.83,2333.9284955247062,304.73531442517043,2,-1.4423660404546403
03,Young_Control,1,36,56,1.65,1935.9178127642147,331.55202387657346,4,-1.5514024756969265
03,Young_Control,1,37,55,1.62,2264.5210433015527,346.2554660274308,4,-1.4170583140844872
03,Young_Control,1,38,57,1.68,2012.421775098596,296.18537787766695,2,-1.4539758607586901
03,Young_Control,1,39,61,1.8,1700.3267659809114,315.47635389420816,2,-1.5627835367353207
03,Young_Control,1,40,58,1.71,2700.822919860622,320.71130721123234,2,-1.4618064615066815
03,Young_Control,1,41,71,2.1,2504.49595727364,271.8353128456434,2,-1.5577731614918455
03,Young_Control,1,42,65,1.92,2402.140249397977,296.68283429752876,4,-1.3993759881272556
03,Young_Control,1,43,69,2.04,2227.4175380670963,261.3180600052818,2,-1.534428033357051
03,Young_Control,1,44,52,1.53,2296.6763425050176,335.3799830792581,1,-1.3953381284952733
03,Young_Control,1,45,77,2.28,2067.7416559027793,267.8328133584992,3,-1.5083901029702302
03,Young_Control,1,46,60,1.77,2521.132902310211,310.6911541843043,3,-1.4061190119143654
03,Young_Control,1,47,59,1.74,2356.669024044083,310.1880741453281,1,-1.4091168634896145
03,Young_Control,1,48,59,1.74,2240.2876799395412,289.95279780133455,1,-1.395011533677565
03,Young_Control,1,49,81,2.4,2224.2351993937646,255.5427252358238,2,-1.5201084717674083
03,Young_Control,1,50,61,1.8,3321.7298037150595,363.79256803259545,2,-1.399976810004115
03,Young_Control,1,51,86,2.55,2354.7233855003487,228.9009232962261,2,-1.5141279369554819
03,Young_Control,1,52,77,2.28,3199.044996383905,318.30649854408904,2,-1.510722765147188
03,Young_Control,1,53,126,3.75,2527.460297523101,145.1961559652275,3,-1.588756857831496
03,Young_Control,1,54,80,2.37,2126.0291625469313,245.57831903854859,2,-1.4404352959576183
03,Young_Control,1,55,104,3.09,2541.215807006122,185.3447899950051,3,-1.4155242119525073
03,Young_Control,1,56,110,3.27,2066.935466390332,176.10500145592735,2,-1.4013785764319113
03,Young_Control,1,57,103,3.06,1886.9434425958702,171.90252833568968,3,-1.5444659922977704
03,Young_Control,1,58,134,3.99,1766.9811040931456,130.73944459195275,2,-1.5036746311306406
03,Young_Control,1,59,81,2.4,1752.8548142958084,240.5902307065972,4,-1.7662957489176174
03,Young_Control,1,60,72,2.13,3320.0568937561557,307.36901164558196,3,-1.4080343467598953
03,Young_Control,1,61,59,1.74,2072.1030647897583,230.1865051716373,2,-1.4806260958190491
03,Young_Control,1,62,60,1.77,2133.39843650662,238.0561783969977,3,-1.443497846941118
03,Young_Control,1,63,64,1.89,1913.4756044666171,206.96110699081711,3,-1.4538872535301377
03,Young_Control,1,64,57,1.68,1567.8187253491897,234.38282329280494,2,-1.4326955140737019
03,Young_Control,1,65,53,1.56,1939.1435681191253,270.0919917886442,2,-1.392530238201212
03,Young_Control,1,66,52,1.53,1802.7756377319947,269.86261131352313,1,-1.4725238487689156
03,Young_Control,1,67,59,1.74,1960.229578391267,256.2730865672107,3,-1.6131509745978203
03,Young_Control,1,68,55,1.62,1654.1194367732662,255.0822090910665,5,-1.6481986063586294
03,Young_Control,1,69,59,1.74,1772.788136743299,252.89683555358974,2,-1.6648340863861986
03,Young_Control,1,70,57,1.68,1735.3353822500376,248.36184118870645,2,-1.4394176856546812
03,Young_Control,1,71,72,2.13,1940.0028636863165,196.74189476861298,3,-1.4122187595044005
03,Young_Control,1,72,60,1.77,1452.3926619356228,224.63797944656693,2,-1.501731931232202
03,Young_Control,1,73,62,1.83,1641.560910299163,223.58531807769057,2,-1.3731136229519667
03,Young_Control,1,74,63,1.86,1556.349003990499,217.48159647967503,2,-1.4722661205611844
03,Young_Control,1,75,60,1.77,1935.1284769291722,237.28232800067647,2,-1.4051330627384413
03,Young_Control,1,76,60,1.77,1487.9142747110418,226.4050050394182,1,-1.4579222893295931
03,Young_Control,1,77,71,2.1,1603.4684627740933,197.99744892823009,2,-1.5063660345716277
03,Young_Control,1,78,60,1.77,1544.9739300209715,225.47230406709392,1,-1.4266776768539886
03,Young_Control,1,79,77,2.28,1417.0587692666645,202.65458138680867,5,-1.6481788490083271
03,Young_Control,1,80,67,1.98,1888.047198091781,204.00550220035174,2,-1.5360012473306957
03,Young_Control,1,81,95,2.82,2067.2714168950138,149.16096385856196,2,-1.4517985864475502
03,Young_Control,1,82,89,2.64,1970.1240795667895,188.18315329502624,2,-1.4719698136190933
03,Young_Control,1,83,79,2.34,1862.6444761264672,175.85828384885284,3,-1.6641054370363881
03,Young_Control,1,84,93,2.76,1355.749075439684,149.82666874564234,5,-1.4727505143609387
03,Young_Control,1,85,90,2.67,1584.7362206023092,150.91387324277235,4,-1.512113025322133
03,Young_Control,1,86,112,3.33,1901.1692308798931,124.64188627224792,1,-1.4113694064902271
03,Young_Control,1,87,66,1.95,1900.29237516523,208.10537480337322,2,-1.5950356437995623
03,Young_Control,1,88,72,2.13,1690.2498171703635,185.91305164524007,2,-1.509109795554712
03,Young_Control,1,89,76,2.25,1350.9256086106277,181.9695450123987,4,-1.5339136374745432
03,Young_Control,1,90,85,2.52,1620.8708221885606,158.64707502105705,3,-1.3996112096052573
01,Stroke_Paretic,1,1,93,2.76,1625.2350257390121,270.1512503505822,7,-1.854887147066811
01,Stroke_Paretic,1,2,89,2.64,1967.3021572137295,284.7207045345674,8,-1.5475182681732016
01,Stroke_Paretic,1,3,85,2.52,1650.0841729371818,328.1856225846232,12,-1.880357819881925
01,Stroke_Paretic,1,4,69,2.04,1810.0030693651076,352.99826682752854,4,-2.0338243062250627
01,Stroke_Paretic,1,5,91,2.7,1370.016220504137,266.3513061020908,9,-2.0662022185294653
01,Stroke_Paretic,1,6,77,2.28,1335.9349618234523,308.0830186903462,6,-1.8379118260071001
01,Stroke_Paretic,1,7,186,5.55,1475.1647742239218,247.30285265206828,32,-3.2339575214845935
01,Stroke_Paretic,1,8,77,2.28,1519.6856400073173,356.7447500392884,7,-1.8312788227304813
01,Stroke_Paretic,1,9,82,2.43,1342.0548092798247,284.7202322469408,6,-1.8486765275493842
01,Stroke_Paretic,1,10,73,2.16,1601.7351702311962,354.9933278738648,7,-1.4811887719847467
01,Stroke_Paretic,1,11,168,5.01,1471.3938969562153,160.21999526940016,22,-1.9890820370188753
01,Stroke_Paretic,1,12,84,2.489,2243.818669639378,324.2592998336321,8,-1.6406357183020464
01,Stroke_Paretic,1,13,112,3.33,1393.8356351370044,246.1240269833138,6,-1.8960664214818197
01,Stroke_Paretic,1,14,87,2.58,1831.286736453663,318.05223299003103,7,-1.536808914353742
01,Stroke_Paretic,1,15,118,3.51,1222.4747213928167,236.7824940626187,17,-2.067403869791624
01,Stroke_Paretic,1,16,83,2.46,1434.2051612110586,295.9900152478815,6,-1.473618414331949
01,Stroke_Paretic,1,17,93,2.76,1504.5301961446692,276.9377933437162,13,-1.5588967261046687
01,Stroke_Paretic,1,18,87,2.58,1793.5842451483672,297.922186337641,7,-1.3884624511264096
01,Stroke_Paretic,1,19,112,3.39,1645.5326729596632,230.35631843068475,9,-1.8342805909450743
01,Stroke_Paretic,1,20,95,2.82,1726.2676501632068,270.45265186835775,8,-1.7907994534275515
01,Stroke_Paretic,1,21,344,10.29,1496.755750875132,79.71159256731048,10,-2.4227195663381313
01,Stroke_Paretic,1,22,152,4.53,2169.8054188234355,200.8090429584979,9,-1.8371972232572809
01,Stroke_Paretic,1,23,128,3.81,1662.4112340546517,208.64465866083202,7,-1.6828051246028755
01,Stroke_Paretic,1,24,112,3.33,1717.9606773406947,251.86956662594233,6,-2.0743711979129063
01,Stroke_Paretic,1,25,155,4.62,1529.7966458904825,170.6919825945598,13,-1.8220665356790422
01,Stroke_Paretic,1,26,94,2.789,1586.488085188304,251.4082566362367,8,-1.6172910107142502
01,Stroke_Paretic,1,27,232,6.93,1473.1862671698316,113.70091639331937,6,-2.0332575916369846
01,Stroke_Paretic,1,28,117,3.48,1532.7897587224547,217.067988307735,6,-1.8249956602126118
01,Stroke_Paretic,1,29,144,4.29,1238.8390622765407,184.74498090167194,17,-1.8753761791125048
01,Stroke_Paretic,1,30,99,2.94,1540.2921800749327,265.52234926785405,8,-2.283058669860019
01,Stroke_Paretic,1,31,102,3.029,969.8224350650763,157.90019589162782,11,-2.374387237707968
01,Stroke_Paretic,1,32,68,2.01,870.6638591072646,201.40156190344536,6,-1.6068953409987248
01,Stroke_Paretic,1,33,123,3.66,1075.6135200175017,170.4638189495536,13,-2.2984891102981413
01,Stroke_Paretic,1,34,82,2.424,1270.2799341527477,187.11879903305058,8,-2.1136262505151024
01,Stroke_Paretic,1,35,68,2.01,1170.9445380166858,198.15096392593404,4,-1.4883824125067757
01,Stroke_Paretic,1,36,74,2.189,970.2519718551918,193.59615903902187,7,-1.6052484973881302
01,Stroke_Paretic,1,37,77,2.28,1090.616543265525,181.84780095926942,7,-1.6259661589805132
01,Stroke_Paretic,1,38,83,2.46,1033.467733195165,187.68020850589463,9,-1.6825726358568487
01,Stroke_Paretic,1,39,82,2.43,1159.7413504743242,169.5386758589996,5,-1.4095791655365915
01,Stroke_Paretic,1,40,90,2.67,1059.3499054713782,165.43836904162492,7,-2.1708395300195247
01,Stroke_Paretic,1,41,176,5.25,973.6814445985682,95.21918155904359,16,-2.5746130648661945
01,Stroke_Paretic,1,42,91,2.7,1117.164068324594,168.67356265028263,8,-1.6241413441753085
01,Stroke_Paretic,1,43,134,3.99,1312.4404748406662,135.33464113344772,14,-1.8916416284421074
01,Stroke_Paretic,1,44,77,2.28,1225.878369895552,216.82575577080485,4,-2.1600646824567935
01,Stroke_Paretic,1,45,90,2.67,1077.161908803766,156.18576533879323,3,-1.534210866060019
01,Stroke_Paretic,1,46,93,2.76,1185.2097798374023,158.6718223369527,8,-1.4846187377658016
01,Stroke_Paretic,1,47,93,2.76,958.152156786986,154.0875975510756,5,-1.6868146640243815
01,Stroke_Paretic,1,48,82,2.43,754.6154281781168,174.77621672042181,6,-1.6548235578819146
01,Stroke_Paretic,1,49,98,2.91,1228.0291346525753,175.09236870358257,7,-1.9323775420703913
01,Stroke_Paretic,1,50,99,2.94,1650.7574019219178,181.21871349617768,4,-1.8513373621393576
01,Stroke_Paretic,1,51,208,6.21,1068.8779163215959,80.96781354168638,7,-2.3184918024279666
01,Stroke_Paretic,1,52,86,2.55,1608.484448859304,167.39978557087716,7,-1.6481014889710222
01,Stroke_Paretic,1,53,763,22.86,1310.7461827354493,43.388932905603184,93,-8.046663811290726
01,Stroke_Paretic,1,54,167,4.98,1137.492368716774,105.75866756679656,10,-2.8402843881144495
01,Stroke_Paretic,1,55,155,4.62,1083.4615308763325,105.26438061715321,5,-1.6020746431688133
01,Stroke_Paretic,1,56,121,3.6,1208.8791870525718,133.37396819906894,8,-2.0119722838162826
01,Stroke_Paretic,1,57,103,3.06,825.2945602093293,149.2081243756779,9,-1.8520021091926302
01,Stroke_Paretic,1,58,161,4.8,994.7082207584513,97.5532344975402,6,-1.853265180508365
01,Stroke_Paretic,1,59,116,3.45,1191.1712256803746,142.10640950734393,6,-1.964878024138898
01,Stroke_Paretic,1,60,110,3.27,1207.4997124453273,155.20348060912286,9,-1.9415236719140152
03,Stroke_Paretic,1,1,119,3.54,1059.4810050208541,327.6212331219599,17,-2.1997608589952002
03,Stroke_Paretic,1,2,101,3.0,1083.3333333333321,318.3042510246042,9,-2.1844565626036374
03,Stroke_Paretic,1,3,316,9.45,4800.462940638545,314.71379463491144,22,-4.507817853544494
03,Stroke_Paretic,1,4,130,3.87,2824.9877089211445,317.59517987851075,20,-2.8710293421680313
03,Stroke_Paretic,1,5,394,11.79,5372.796706040942,294.6158144703028,36,-12.211377731272941
03,Stroke_Paretic,1,6,189,5.64,984.6036991827942,184.08384523242106,23,-2.9747692191726074
03,Stroke_Paretic,1,7,366,10.95,3471.3109915419536,175.01719882195823,31,-6.194520870789832
03,Stroke_Paretic,1,8,116,3.45,975.3916592266341,248.69265520467962,9,-2.0187303688731877
03,Stroke_Paretic,1,9,165,4.92,718.0219742846022,162.4124568802418,16,-2.1859671961067995
03,Stroke_Paretic,1,10,96,2.85,663.5343079131459,256.2063078379037,9,-2.228219678988551
03,Stroke_Paretic,1,11,299,8.94,748.5170524295197,122.0009449085735,36,-2.8396060827659495
03,Stroke_Paretic,1,12,205,6.12,1140.419026303731,244.75401993211025,22,-3.5392069218466737
03,Stroke_Paretic,1,13,325,9.72,801.7342313870456,166.66407908969313,42,-2.883092522907618
03,Stroke_Paretic,1,14,336,10.05,4560.488521590116,180.5478865689854,44,-8.067917956748971
03,Stroke_Paretic,1,15,613,18.36,3944.7574210730736,144.11635294675204,75,-17.238145014958572
03,Stroke_Paretic,1,16,109,3.24,602.0797289396148,223.42122910696463,17,-1.6374198040498154
03,Stroke_Paretic,1,17,487,14.58,2853.1658829369762,88.14729444712296,64,-10.272612823676509
03,Stroke_Paretic,1,18,191,5.7,560.2578771323895,144.18567902258184,27,-3.1500499652616427
03,Stroke_Paretic,1,19,415,12.42,9035.377997380863,247.94651387573546,12,-6.710314294940778
03,Stroke_Paretic,1,20,187,5.58,523.3439489369207,141.07196276997394,22,-2.3330811578863258
03,Stroke_Paretic,1,21,389,11.64,4281.127836862065,141.1168440581858,45,-5.860761934134214
03,Stroke_Paretic,1,22,129,3.84,548.2294734466172,125.59299987038555,26,-2.3785767342476314
03,Stroke_Paretic,1,23,239,7.14,606.6758241067103,136.6371958970247,31,-2.96884497140383
03,Stroke_Paretic,1,24,220,6.57,643.1260460524891,141.66824921113505,23,-4.033322531585028
03,Stroke_Paretic,1,25,368,11.01,4212.811149075829,121.85258923300034,36,-7.301418440279944
03,Stroke_Paretic,1,26,156,4.65,486.7693955503416,121.40245889632934,23,-2.988081570571638
03,Stroke_Paretic,1,27,138,4.11,4206.905698438642,133.9537772028064,11,-3.9183099643485537
03,Stroke_Paretic,1,28,165,4.92,306.412938514171,109.34965288246067,24,-3.213925979770245
03,Stroke_Paretic,1,29,227,6.78,2400.231470319325,169.32699413144903,15,-4.384881410554119
03,Stroke_Paretic,1,30,196,5.85,2376.5638126411886,142.25411998693227,29,-3.4992842140473206
03,Stroke_Paretic,1,31,393,11.76,880.6563209081866,78.13940257090105,76,-5.874918804238868
03,Stroke_Paretic,1,32,494,14.79,1604.3344068145157,90.47510735459927,61,-9.210421886055615
03,Stroke_Paretic,1,33,419,12.54,3467.027224839422,72.94697861827639,53,-14.640666804087463
03,Stroke_Paretic,1,34,252,7.53,854.0751983545965,112.80492488021149,39,-2.1694576366871683
03,Stroke_Paretic,1,35,490,14.67,4228.540594053321,152.79630377584508,57,-4.953177487669938
03,Stroke_Paretic,1,36,271,8.1,6159.455242867481,173.7931795567723,23,-4.565982006413037
03,Stroke_Paretic,1,37,402,12.03,1835.2262954621697,79.17477119281904,57,-8.32568032076763
03,Stroke_Paretic,1,38,219,6.54,393.3474573735333,67.67882386392886,28,-1.8813445311295598
03,Stroke_Paretic,1,39,300,8.97,6927.501553791069,121.12201049230983,11,-4.541572948188426
03,Stroke_Paretic,1,40,482,14.43,1242.4214708025152,72.40349890327974,68,-9.842174196132618
04,Stroke_Paretic,1,1,121,3.6,704.942866085218,198.98847819222811,11,-1.8456777300342608
04,Stroke_Paretic,1,2,121,3.6,760.1169500660948,258.2847045562382,13,-2.3356091589960606
04,Stroke_Paretic,1,3,150,4.47,931.0985148975681,275.7979222761241,21,-2.0874593678640143
04,Stroke_Paretic,1,4,117,3.48,816.8367169895224,224.18647001650018,15,-1.5553193389568505
04,Stroke_Paretic,1,5,167,4.98,2415.516967901945,224.36343152870882,16,-3.9063095537747676
04,Stroke_Paretic,1,6,152,4.53,584.284938098605,177.95790762412366,22,-2.2091689986879057
04,Stroke_Paretic,1,7,194,5.79,6991.502779167899,204.18494318901472,18,-5.413039227716858
04,Stroke_Paretic,1,8,121,3.6,610.3277807866851,207.42980651082482,18,-1.965850088711548
04,Stroke_Paretic,1,9,114,3.39,735.0359023733304,213.0865285267374,9,-1.9909873637345732
04,Stroke_Paretic,1,10,89,2.64,734.0905181848419,279.7678229788146,9,-1.7927423206680522
04,Stroke_Paretic,1,11,137,4.08,502.4937810560483,178.95339017176252,20,-2.2244980198393898
04,Stroke_Paretic,1,12,152,4.53,569.6002496878366,199.5012383782672,21,-2.079809298581822
04,Stroke_Paretic,1,13,367,10.98,6094.829320370122,109.82098886024845,14,-5.889227465529574
04,Stroke_Paretic,1,14,128,3.81,680.0735254367709,204.04655183185764,19,-1.6227193297564906
04,Stroke_Paretic,1,15,279,8.34,715.8910531638177,141.9161923356996,44,-3.0636984794778943
04,Stroke_Paretic,1,16,318,9.51,594.8856099191592,112.75353504610945,48,-3.879578917843488
04,Stroke_Paretic,1,17,224,6.69,4438.468204234425,207.44059591452287,25,-3.832670304306491
04,Stroke_Paretic,1,18,262,7.83,625.6108126374497,144.6473262622841,33,-3.0105134752323437
04,Stroke_Paretic,1,19,385,11.52,1654.7070905618777,118.78374385372919,37,-6.604139266443673
04,Stroke_Paretic,1,20,152,4.53,520.9499869362587,191.28889382624945,15,-2.385165480488953
04,Stroke_Paretic,1,21,132,3.93,490.4646323187352,129.70687569239772,12,-3.420788009043394
04,Stroke_Paretic,1,22,132,3.93,523.3439489369189,131.4288712145771,17,-2.0673351642644313
04,Stroke_Paretic,1,23,177,5.28,603.6923425424952,158.50331318664146,17,-2.9259252774286266
04,Stroke_Paretic,1,24,121,3.6,514.7815070493484,118.31604952694322,20,-1.7902566762300571
04,Stroke_Paretic,1,25,101,3.0,436.208410943414,148.86641948259248,11,-2.2228489687920874
04,Stroke_Paretic,1,26,160,4.77,401.3864859597449,131.99701233538912,21,-2.91931719093601
04,Stroke_Paretic,1,27,193,5.76,567.6462121975463,123.41810932265949,30,-3.1729689007004076
04,Stroke_Paretic,1,28,251,7.5,700.7932013876282,123.82669785984868,31,-4.8137195624311495
04,Stroke_Paretic,1,29,152,4.53,570.5747589541223,154.83137941501636,21,-2.1579220350868766
04,Stroke_Paretic,1,30,93,2.76,466.9641908707276,157.2551439149768,10,-2.0608286479559297
04,Stroke_Paretic,1,31,214,6.39,353.1603350069525,101.47198778072337,30,-2.358172104825842
04,Stroke_Paretic,1,32,149,4.44,400.34707164881127,96.60216712248177,20,-2.2027269991819884
